,document,subject,relation,object
132,Drupada's son recited to his sister the names and lineages of the assembled lords of the earth.,Drupada 's son,recited,names of assembled lords
133,Drupada's son recited to his sister the names and lineages of the assembled lords of the earth.,Drupada 's son,recited to,his sister
134,Drupada's son recited to his sister the names and lineages of the assembled lords of the earth.,Drupada 's son,recited names to,his sister
135,Drupada's son recited to his sister the names and lineages of the assembled lords of the earth.,Drupada,has,son
136,Drupada's son recited to his sister the names and lineages of the assembled lords of the earth.,Drupada 's son,recited,names of lords of earth
137,Drupada's son recited to his sister the names and lineages of the assembled lords of the earth.,Drupada 's son,recited,names
138,Drupada's son recited to his sister the names and lineages of the assembled lords of the earth.,Drupada 's son,recited,names of lords
139,"""Dhrishtadyumna said, 'Duryodhana, Durvisaha, Durmukha, Vivinsati, Vikarna, Saha, Duhsasana, Yuyutsu, Vayuvega, Kanakayu, Virochana, Suvarcha, and Kanakadhwaja have come from Dhritarashtra's land.Sakuni, Sauvala, Vrisaka, and Vrihadvala of the king Gandhara have also come .Aswatthaman and Bhoja of the Kshatriyas have come.",Dhritarashtra,from,land.Sakuni
140,"Vaisampayana describes the scene of the wedding of Draupadi in which the Kshatriyas, princes, celestials, the Adityas, the Vasus, the Aswins, the Swadhas, the Marutas, and Kuvera with Yama were present.",Marutas,were,present
141,"Vaisampayana describes the scene of the wedding of Draupadi in which the Kshatriyas, princes, celestials, the Adityas, the Vasus, the Aswins, the Swadhas, the Marutas, and Kuvera with Yama were present.",Kuvera,were,present
142,"Vaisampayana describes the scene of the wedding of Draupadi in which the Kshatriyas, princes, celestials, the Adityas, the Vasus, the Aswins, the Swadhas, the Marutas, and Kuvera with Yama were present.",Vaisampayana,describes,scene of wedding
143,"Vaisampayana describes the scene of the wedding of Draupadi in which the Kshatriyas, princes, celestials, the Adityas, the Vasus, the Aswins, the Swadhas, the Marutas, and Kuvera with Yama were present.",Vasus,were,present
144,"Vaisampayana describes the scene of the wedding of Draupadi in which the Kshatriyas, princes, celestials, the Adityas, the Vasus, the Aswins, the Swadhas, the Marutas, and Kuvera with Yama were present.",Kshatriyas,were,present
145,"Vaisampayana describes the scene of the wedding of Draupadi in which the Kshatriyas, princes, celestials, the Adityas, the Vasus, the Aswins, the Swadhas, the Marutas, and Kuvera with Yama were present.",Swadhas,were,present
146,"Vaisampayana describes the scene of the wedding of Draupadi in which the Kshatriyas, princes, celestials, the Adityas, the Vasus, the Aswins, the Swadhas, the Marutas, and Kuvera with Yama were present.",Kuvera,is with,Yama
147,"Vaisampayana describes the scene of the wedding of Draupadi in which the Kshatriyas, princes, celestials, the Adityas, the Vasus, the Aswins, the Swadhas, the Marutas, and Kuvera with Yama were present.",princes,Kuvera with,Yama
148,"Vaisampayana describes the scene of the wedding of Draupadi in which the Kshatriyas, princes, celestials, the Adityas, the Vasus, the Aswins, the Swadhas, the Marutas, and Kuvera with Yama were present.",Vaisampayana,describes,scene
149,"Vaisampayana describes the scene of the wedding of Draupadi in which the Kshatriyas, princes, celestials, the Adityas, the Vasus, the Aswins, the Swadhas, the Marutas, and Kuvera with Yama were present.",Adityas,were,present
150,"Vaisampayana describes the scene of the wedding of Draupadi in which the Kshatriyas, princes, celestials, the Adityas, the Vasus, the Aswins, the Swadhas, the Marutas, and Kuvera with Yama were present.",celestials,were,present
151,"Vaisampayana describes the scene of the wedding of Draupadi in which the Kshatriyas, princes, celestials, the Adityas, the Vasus, the Aswins, the Swadhas, the Marutas, and Kuvera with Yama were present.",Aswins,were,present
152,"Vaisampayana describes the scene of the wedding of Draupadi in which the Kshatriyas, princes, celestials, the Adityas, the Vasus, the Aswins, the Swadhas, the Marutas, and Kuvera with Yama were present.",princes,were,present
153,"Karna, the foremost wielder of the bow, strung the bow and placed the arrows on the string.",Karna,wielder of,bow
154,"Karna, the foremost wielder of the bow, strung the bow and placed the arrows on the string.",Karna,strung,bow
155,"Karna, the foremost wielder of the bow, strung the bow and placed the arrows on the string.",Karna,placed arrows on,string
156,"Karna, the foremost wielder of the bow, strung the bow and placed the arrows on the string.",Karna,placed on,string
157,"Karna, the foremost wielder of the bow, strung the bow and placed the arrows on the string.",Karna,placed,arrows
158,"Draupadi refused to choose a Suta for her lord, so Karna threw the bow aside and drew a circle around the bow.",Draupadi,refused,choose for her lord
159,"Draupadi refused to choose a Suta for her lord, so Karna threw the bow aside and drew a circle around the bow.",Draupadi,refused,choose
160,"Draupadi refused to choose a Suta for her lord, so Karna threw the bow aside and drew a circle around the bow.",Draupadi,choose,Suta
161,"Draupadi refused to choose a Suta for her lord, so Karna threw the bow aside and drew a circle around the bow.",Karna,drew circle around,bow
162,"Draupadi refused to choose a Suta for her lord, so Karna threw the bow aside and drew a circle around the bow.",Draupadi,refused,to choose
163,"Draupadi refused to choose a Suta for her lord, so Karna threw the bow aside and drew a circle around the bow.",Karna,so threw aside,bow
164,"Draupadi refused to choose a Suta for her lord, so Karna threw the bow aside and drew a circle around the bow.",Karna,so threw,bow
165,"Draupadi refused to choose a Suta for her lord, so Karna threw the bow aside and drew a circle around the bow.",Draupadi,choose for,her lord
166,"Draupadi refused to choose a Suta for her lord, so Karna threw the bow aside and drew a circle around the bow.",Draupadi,refused,to choose for her lord
167,"Draupadi refused to choose a Suta for her lord, so Karna threw the bow aside and drew a circle around the bow.",Karna,drew,circle
168,"Draupadi refused to choose a Suta for her lord, so Karna threw the bow aside and drew a circle around the bow.",Draupadi,refuses to choose Suta for,her lord
169,"Draupadi refused to choose a Suta for her lord, so Karna threw the bow aside and drew a circle around the bow.",Karna,threw,bow
170,"Draupadi refused to choose a Suta for her lord, so Karna threw the bow aside and drew a circle around the bow.",Karna,drew around,bow
171,"Draupadi refused to choose a Suta for her lord, so Karna threw the bow aside and drew a circle around the bow.",Karna,threw aside,bow
172,"Sisupala, Jarasandha, Jishnu, the son of Kunti, and Salya, the king of Madra, fell upon their knees trying to string the bow.They became subjects of derisive talk, but foremost of heroes Jishna managed to do it.",Salya,fell upon,their knees
173,"Sisupala, Jarasandha, Jishnu, the son of Kunti, and Salya, the king of Madra, fell upon their knees trying to string the bow.They became subjects of derisive talk, but foremost of heroes Jishna managed to do it.",Sisupala,king of,Madra
174,"Sisupala, Jarasandha, Jishnu, the son of Kunti, and Salya, the king of Madra, fell upon their knees trying to string the bow.They became subjects of derisive talk, but foremost of heroes Jishna managed to do it.",Jishnu,fell upon,their knees trying
175,"Sisupala, Jarasandha, Jishnu, the son of Kunti, and Salya, the king of Madra, fell upon their knees trying to string the bow.They became subjects of derisive talk, but foremost of heroes Jishna managed to do it.",Sisupala,fell upon,their knees
176,"Sisupala, Jarasandha, Jishnu, the son of Kunti, and Salya, the king of Madra, fell upon their knees trying to string the bow.They became subjects of derisive talk, but foremost of heroes Jishna managed to do it.",son,fell upon,their knees trying
177,"Sisupala, Jarasandha, Jishnu, the son of Kunti, and Salya, the king of Madra, fell upon their knees trying to string the bow.They became subjects of derisive talk, but foremost of heroes Jishna managed to do it.",Salya,fell upon,their knees trying
178,"Sisupala, Jarasandha, Jishnu, the son of Kunti, and Salya, the king of Madra, fell upon their knees trying to string the bow.They became subjects of derisive talk, but foremost of heroes Jishna managed to do it.",Sisupala,fell upon,their knees trying
179,"Sisupala, Jarasandha, Jishnu, the son of Kunti, and Salya, the king of Madra, fell upon their knees trying to string the bow.They became subjects of derisive talk, but foremost of heroes Jishna managed to do it.",Jishnu,fell upon,their knees trying to string
180,"Sisupala, Jarasandha, Jishnu, the son of Kunti, and Salya, the king of Madra, fell upon their knees trying to string the bow.They became subjects of derisive talk, but foremost of heroes Jishna managed to do it.",Jarasandha,fell upon,their knees
181,"Sisupala, Jarasandha, Jishnu, the son of Kunti, and Salya, the king of Madra, fell upon their knees trying to string the bow.They became subjects of derisive talk, but foremost of heroes Jishna managed to do it.",Jarasandha,fell upon,their knees trying to string
182,"Sisupala, Jarasandha, Jishnu, the son of Kunti, and Salya, the king of Madra, fell upon their knees trying to string the bow.They became subjects of derisive talk, but foremost of heroes Jishna managed to do it.",son,fell upon,their knees trying to string
183,"Sisupala, Jarasandha, Jishnu, the son of Kunti, and Salya, the king of Madra, fell upon their knees trying to string the bow.They became subjects of derisive talk, but foremost of heroes Jishna managed to do it.",Jishnu,fell upon,their knees
184,"Sisupala, Jarasandha, Jishnu, the son of Kunti, and Salya, the king of Madra, fell upon their knees trying to string the bow.They became subjects of derisive talk, but foremost of heroes Jishna managed to do it.",Salya,fell upon,their knees trying to string
185,"Sisupala, Jarasandha, Jishnu, the son of Kunti, and Salya, the king of Madra, fell upon their knees trying to string the bow.They became subjects of derisive talk, but foremost of heroes Jishna managed to do it.",Jarasandha,fell upon,their knees trying
186,"Sisupala, Jarasandha, Jishnu, the son of Kunti, and Salya, the king of Madra, fell upon their knees trying to string the bow.They became subjects of derisive talk, but foremost of heroes Jishna managed to do it.",son,fell upon,their knees
187,"Sisupala, Jarasandha, Jishnu, the son of Kunti, and Salya, the king of Madra, fell upon their knees trying to string the bow.They became subjects of derisive talk, but foremost of heroes Jishna managed to do it.",Sisupala,fell upon,their knees trying to string
188,Brahmanas were displeased when the monarchs had stopped stringing the bow.Arjuna took up the bow and strung it with great exertion and resolve.Vaisampayana explains that there is nothing in the world that Brahmanas of all mortal men cannot accomplish.,Brahmanas,were,displeased
189,Brahmanas were displeased when the monarchs had stopped stringing the bow.Arjuna took up the bow and strung it with great exertion and resolve.Vaisampayana explains that there is nothing in the world that Brahmanas of all mortal men cannot accomplish.,nothing,is in,world
190,Brahmanas were displeased when the monarchs had stopped stringing the bow.Arjuna took up the bow and strung it with great exertion and resolve.Vaisampayana explains that there is nothing in the world that Brahmanas of all mortal men cannot accomplish.,bow.Arjuna,strung with,great exertion
191,Brahmanas were displeased when the monarchs had stopped stringing the bow.Arjuna took up the bow and strung it with great exertion and resolve.Vaisampayana explains that there is nothing in the world that Brahmanas of all mortal men cannot accomplish.,bow.Arjuna,strung,it
192,Brahmanas were displeased when the monarchs had stopped stringing the bow.Arjuna took up the bow and strung it with great exertion and resolve.Vaisampayana explains that there is nothing in the world that Brahmanas of all mortal men cannot accomplish.,bow.Arjuna,strung with,exertion
193,Brahmanas were displeased when the monarchs had stopped stringing the bow.Arjuna took up the bow and strung it with great exertion and resolve.Vaisampayana explains that there is nothing in the world that Brahmanas of all mortal men cannot accomplish.,bow.Arjuna,took up,bow
194,Drupada wanted to bestow his daughter on a Brahmana.All the monarchs who had been invited to the Swayamvara were filled with wrath.Vaisampayana said that the Vedic declaration is well-known.The Brahmanas have no claim in respect of a Kshatriya damsel.,Drupada,wanted,to bestow
195,Drupada wanted to bestow his daughter on a Brahmana.All the monarchs who had been invited to the Swayamvara were filled with wrath.Vaisampayana said that the Vedic declaration is well-known.The Brahmanas have no claim in respect of a Kshatriya damsel.,Drupada,wanted,bestow
196,Drupada wanted to bestow his daughter on a Brahmana.All the monarchs who had been invited to the Swayamvara were filled with wrath.Vaisampayana said that the Vedic declaration is well-known.The Brahmanas have no claim in respect of a Kshatriya damsel.,Drupada,bestow,his daughter
197,"The Kuru princes Bhima, Jishnu, Damodara, Valadeva, Vrikodara and Yudhishthira, along with their mother Pritha, escaped from the clutches of the Kaurava monarchs.",their,mother,Pritha
198,"The Kuru princes Bhima, Jishnu, Damodara, Valadeva, Vrikodara and Yudhishthira, along with their mother Pritha, escaped from the clutches of the Kaurava monarchs.",Kuru princes,escaped from,clutches
199,"The Kuru princes Bhima, Jishnu, Damodara, Valadeva, Vrikodara and Yudhishthira, along with their mother Pritha, escaped from the clutches of the Kaurava monarchs.",Kuru princes,escaped along,their mother
200,"The Kuru princes Bhima, Jishnu, Damodara, Valadeva, Vrikodara and Yudhishthira, along with their mother Pritha, escaped from the clutches of the Kaurava monarchs.",Kuru princes,escaped from,clutches of Kaurava monarchs
201,"The Kuru princes Bhima, Jishnu, Damodara, Valadeva, Vrikodara and Yudhishthira, along with their mother Pritha, escaped from the clutches of the Kaurava monarchs.",Kuru princes,escaped along,Pritha
202,"Arjuna, Bhima, Karna and Radheya were fighting against the Brahmanas.Arjuna fired hundreds of arrows at them.Karna, the son of Vikartana (Surya), pieced him with his sharp arrows.They both became invisible.",Karna,were fighting against,Brahmanas.Arjuna
203,"Arjuna, Bhima, Karna and Radheya were fighting against the Brahmanas.Arjuna fired hundreds of arrows at them.Karna, the son of Vikartana (Surya), pieced him with his sharp arrows.They both became invisible.",Radheya,were fighting against,Brahmanas.Arjuna
204,"Arjuna, Bhima, Karna and Radheya were fighting against the Brahmanas.Arjuna fired hundreds of arrows at them.Karna, the son of Vikartana (Surya), pieced him with his sharp arrows.They both became invisible.",them.Karna,son of,Vikartana
205,"Arjuna, Bhima, Karna and Radheya were fighting against the Brahmanas.Arjuna fired hundreds of arrows at them.Karna, the son of Vikartana (Surya), pieced him with his sharp arrows.They both became invisible.",Arjuna,were fighting against,Brahmanas.Arjuna
206,"Arjuna, Bhima, Karna and Radheya were fighting against the Brahmanas.Arjuna fired hundreds of arrows at them.Karna, the son of Vikartana (Surya), pieced him with his sharp arrows.They both became invisible.",Bhima,were fighting against,Brahmanas.Arjuna
207,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",distance.Bhimasena,surprised by,all dexterity of his feat.The othermonarchs
208,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",Karna,engaged in,fight.Bhima
209,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",Vrikodara,engaged in,fight.Bhima
210,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",Salya,engaged in,fight.Bhima
211,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",Saly,surprised by,dexterity of his feat.The othermonarchs
212,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",distance.Bhimasena,surprised by,dexterity of his feat.The othermonarchs
213,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",Bhima,engaged in,fight.Bhima
214,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",hurled Saly,surprised by,all dexterity of his feat.The othermonarchs
215,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",Vrikodara,engaged,foremost of Kuru heroes
216,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",distance.Bhimasena,surrounded,him
217,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",Salya,engaged,foremost of Kuru heroes
218,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",hurled Saly,surprised by,all dexterity of feat.The othermonarchs
219,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",Vrikodara,engaged,foremost
220,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",Saly,surprised by,all dexterity of his feat.The othermonarchs
221,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",Saly,surprised by,all dexterity of feat.The othermonarchs
222,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",Saly,surprised by,dexterity of feat.The othermonarchs
223,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",Karna,engaged,foremost
224,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",hurled Saly,surprised by,dexterity of his feat.The othermonarchs
225,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",distance.Bhimasena,surprised by,dexterity of feat.The othermonarchs
226,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",hurled Saly,surprised by,dexterity of feat.The othermonarchs
227,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",Salya,engaged,foremost
228,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",Bhima,engaged,foremost of Kuru heroes
229,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",Karna,engaged,foremost of Kuru heroes
230,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",Bhima,engaged,foremost
231,"Bhima, Karna, Salya and Vrikodara engaged in a fight.Bhima, the foremost of the Kuru heroes, hurled Saly a distance.Bhimasena surprised all by the dexterity of his feat.The othermonarchs were alarmed and surrounded Bhima and surrounded him.",distance.Bhimasena,surprised by,all dexterity of feat.The othermonarchs
232,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,son,was bride of,Brahmana.The scene
233,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,son,was,bride
234,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,son,was bride of,Brahmana.The festive scene
235,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,son,was bride of,Brahmana.The festive scene
236,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,monarchs,abandon,fight against Bhima
237,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,son,was terminated in,victory
238,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,son,was,terminated
239,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,assembled monarchs,abandon,fight
240,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,son,was terminated in,victory of Brahmanas
241,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,son,was,terminated
242,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,son,was terminated in,victory
243,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,son,was,terminated
244,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,son,was terminated in,victory of Brahmanas
245,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,son,was bride of,Brahmana.The festive scene
246,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,assembled monarchs,abandon,fight against Bhima
247,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,son,was,bride
248,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,son,was,bride
249,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,son,was,bride
250,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,son,was bride of,Brahmana.The scene
251,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,son,was terminated in,victory
252,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,Krishna,convinced,to abandon
253,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,son,was terminated in,victory of Brahmanas
254,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,Krishna,convinced,assembled monarchs
255,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,son,was bride of,Brahmana.The scene
256,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,son,was terminated in,victory
257,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,son,was,terminated
258,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,son,was bride of,Brahmana.The scene
259,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,Krishna,convinced,abandon
260,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,Krishna,convinced,monarchs
261,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,son,was bride of,Brahmana.The festive scene
262,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,son,was terminated in,victory of Brahmanas
263,Krishna convinced the assembled monarchs to abandon the fight against Bhima and Dhananjaya.Bhima was the son of Kunti.The princess of Panchala was the bride of a Brahmana.The festive scene was terminated in the victory of the Brahmanas.,monarchs,abandon,fight
264,"Kunti's sons were late in returning from theireleemosynary round.Jishnu, accompanied by a body of Brahmanas, entered the abode of the potter in the late afternoon.Kunti was worried that her sons had been killed.",Kunti,has,sons
265,"Kunti's sons were late in returning from theireleemosynary round.Jishnu, accompanied by a body of Brahmanas, entered the abode of the potter in the late afternoon.Kunti was worried that her sons had been killed.",Kunti 's sons,were late in,returning from theireleemosynary round.Jishnu
266,"Kunti's sons were late in returning from theireleemosynary round.Jishnu, accompanied by a body of Brahmanas, entered the abode of the potter in the late afternoon.Kunti was worried that her sons had been killed.",Kunti 's sons,were late in,returning from round.Jishnu
267,"Kunti's sons were late in returning from theireleemosynary round.Jishnu, accompanied by a body of Brahmanas, entered the abode of the potter in the late afternoon.Kunti was worried that her sons had been killed.",her sons,been,killed
268,"Kunti's sons were late in returning from theireleemosynary round.Jishnu, accompanied by a body of Brahmanas, entered the abode of the potter in the late afternoon.Kunti was worried that her sons had been killed.",Kunti 's sons,were,late
269,"Kunti's sons were late in returning from theireleemosynary round.Jishnu, accompanied by a body of Brahmanas, entered the abode of the potter in the late afternoon.Kunti was worried that her sons had been killed.",Kunti 's sons,were late in,returning
