,document,subject,relation,object
233,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",Bhishma,however speedily checked arrows,they could come at him
234,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",Bhishma,however checked arrows,before they could come
235,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",Bhishma,however checked,arrows
236,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",Bhishma,however checked,before they could come at him
237,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",Bhishma,however speedily checked,before they could come
238,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",Bhishma,however speedily checked,before they could come at him
239,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",they,could come by,shower innumerable as down
240,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",they,could come by,shower of his own arrows innumerable
241,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",Bhishma,speedily checked arrows,they could come
242,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",Bhishma,checked arrows,they could come at him
243,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",Bhishma,however speedily checked arrows,they could come
244,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",they,could come by,shower of his arrows innumerable as down
245,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",Bhishma,however speedily checked arrows,before they could come at him
246,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",Bhishma,however speedily checked,they could come at him
247,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",Bhishma,checked,before they could come at him
248,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",Bhishma,checked,numberless arrows
249,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",Bhishma,however checked,they could come at him
250,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",they,could come by,shower innumerable as down on body
251,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",they,could come by,shower of his arrows innumerable as down on body
252,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",Bhishma,however checked,they could come
253,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",Bhishma,speedily checked,arrows
254,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",Bhishma,speedily checked arrows,before they could come
255,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",Bhishma,checked,arrows
256,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",Bhishma,however speedily checked,they could come
257,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",Bhishma,speedily checked arrows,before they could come at him
258,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",Bhishma,checked,they could come
259,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",Bhishma,speedily checked,they could come at him
260,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",they,could come at,him
261,"Bhishma, however speedily checked
those numberless arrows before they could come at him by means of a
shower of his own arrows as innumerable as the down on the body.",Bhishma,however speedily checked,arrows
262,"Then
those kings surrounded him from all sides and rained arrows on him like
masses of clouds showering on the mountain-breast.",kings,rained like,masses
263,"Then
those kings surrounded him from all sides and rained arrows on him like
masses of clouds showering on the mountain-breast.",kings,rained arrows on,him
264,"Then
those kings surrounded him from all sides and rained arrows on him like
masses of clouds showering on the mountain-breast.",kings,rained like,masses of clouds showering
265,"Then
those kings surrounded him from all sides and rained arrows on him like
masses of clouds showering on the mountain-breast.",kings,rained like,masses of clouds
266,"Then
those kings surrounded him from all sides and rained arrows on him like
masses of clouds showering on the mountain-breast.",kings,rained arrows like,masses of clouds
267,"Then
those kings surrounded him from all sides and rained arrows on him like
masses of clouds showering on the mountain-breast.",kings,rained arrows like,masses of clouds showering on mountain breast
268,"Then
those kings surrounded him from all sides and rained arrows on him like
masses of clouds showering on the mountain-breast.",kings,rained,arrows
269,"Then
those kings surrounded him from all sides and rained arrows on him like
masses of clouds showering on the mountain-breast.",kings,rained like,masses of clouds showering on mountain breast
270,"Then
those kings surrounded him from all sides and rained arrows on him like
masses of clouds showering on the mountain-breast.",kings,surrounded from,sides
271,"Then
those kings surrounded him from all sides and rained arrows on him like
masses of clouds showering on the mountain-breast.",kings,rained arrows like,masses of clouds showering
272,"Then
those kings surrounded him from all sides and rained arrows on him like
masses of clouds showering on the mountain-breast.",kings,rained arrows like,masses
273,"Then
those kings surrounded him from all sides and rained arrows on him like
masses of clouds showering on the mountain-breast.",kings,rained on,him
274,"But Bhishma, arresting
with his shafts the course of that arrowy downpour, pierced each of the
monarchs with three shafts.",Bhishma,pierced with,three shafts
275,"But Bhishma, arresting
with his shafts the course of that arrowy downpour, pierced each of the
monarchs with three shafts.",Bhishma,pierced,each of monarchs
276,"But Bhishma, arresting
with his shafts the course of that arrowy downpour, pierced each of the
monarchs with three shafts.",Bhishma,pierced,each monarchs
277,"The latter, in their turn pierced Bhishma,
each with five shafts.",latter,pierced,each with five shafts
278,"The latter, in their turn pierced Bhishma,
each with five shafts.",Bhishma,each with,five shafts
279,"The latter, in their turn pierced Bhishma,
each with five shafts.",latter,pierced Bhishma in,their turn
280,"The latter, in their turn pierced Bhishma,
each with five shafts.",latter,pierced in,their turn
281,"The latter, in their turn pierced Bhishma,
each with five shafts.",latter,pierced,each
282,"The latter, in their turn pierced Bhishma,
each with five shafts.",latter,pierced,Bhishma
283,"The combat
became so fierce with that dense shower of arrows and other missiles that
it looked very much like the encounter between the celestials and the
Asuras of old, and men of courage who took no part in it were struck with
fear even to look at the scene.",combat,became,so fierce
284,"The combat
became so fierce with that dense shower of arrows and other missiles that
it looked very much like the encounter between the celestials and the
Asuras of old, and men of courage who took no part in it were struck with
fear even to look at the scene.",combat,became,so fierce with shower of arrows
285,"The combat
became so fierce with that dense shower of arrows and other missiles that
it looked very much like the encounter between the celestials and the
Asuras of old, and men of courage who took no part in it were struck with
fear even to look at the scene.",combat,became,fierce with shower of arrows
286,"The combat
became so fierce with that dense shower of arrows and other missiles that
it looked very much like the encounter between the celestials and the
Asuras of old, and men of courage who took no part in it were struck with
fear even to look at the scene.",combat,became,so fierce with dense shower
287,"The combat
became so fierce with that dense shower of arrows and other missiles that
it looked very much like the encounter between the celestials and the
Asuras of old, and men of courage who took no part in it were struck with
fear even to look at the scene.",it,looked like,much encounter between celestials
288,"The combat
became so fierce with that dense shower of arrows and other missiles that
it looked very much like the encounter between the celestials and the
Asuras of old, and men of courage who took no part in it were struck with
fear even to look at the scene.",it,looked like,much encounter
289,"The combat
became so fierce with that dense shower of arrows and other missiles that
it looked very much like the encounter between the celestials and the
Asuras of old, and men of courage who took no part in it were struck with
fear even to look at the scene.",combat,became,so fierce with dense shower of arrows
290,"The combat
became so fierce with that dense shower of arrows and other missiles that
it looked very much like the encounter between the celestials and the
Asuras of old, and men of courage who took no part in it were struck with
fear even to look at the scene.",it,looked like,very much encounter
291,"The combat
became so fierce with that dense shower of arrows and other missiles that
it looked very much like the encounter between the celestials and the
Asuras of old, and men of courage who took no part in it were struck with
fear even to look at the scene.",combat,became,fierce with shower
292,"The combat
became so fierce with that dense shower of arrows and other missiles that
it looked very much like the encounter between the celestials and the
Asuras of old, and men of courage who took no part in it were struck with
fear even to look at the scene.",combat,became,so fierce with shower
293,"The combat
became so fierce with that dense shower of arrows and other missiles that
it looked very much like the encounter between the celestials and the
Asuras of old, and men of courage who took no part in it were struck with
fear even to look at the scene.",it,looked like,very much encounter between celestials
294,"The combat
became so fierce with that dense shower of arrows and other missiles that
it looked very much like the encounter between the celestials and the
Asuras of old, and men of courage who took no part in it were struck with
fear even to look at the scene.",combat,became,fierce with dense shower of arrows
295,"The combat
became so fierce with that dense shower of arrows and other missiles that
it looked very much like the encounter between the celestials and the
Asuras of old, and men of courage who took no part in it were struck with
fear even to look at the scene.",it,looked like,encounter between celestials
296,"The combat
became so fierce with that dense shower of arrows and other missiles that
it looked very much like the encounter between the celestials and the
Asuras of old, and men of courage who took no part in it were struck with
fear even to look at the scene.",it,looked like,encounter
297,"The combat
became so fierce with that dense shower of arrows and other missiles that
it looked very much like the encounter between the celestials and the
Asuras of old, and men of courage who took no part in it were struck with
fear even to look at the scene.",combat,became,fierce with dense shower
298,"The combat
became so fierce with that dense shower of arrows and other missiles that
it looked very much like the encounter between the celestials and the
Asuras of old, and men of courage who took no part in it were struck with
fear even to look at the scene.",combat,became,fierce
299,"Bhishma cut off, with his arrows, on the
field of battle, bows, and flagstaffs, and coats of mail, and human heads
by hundreds and thousands.",Bhishma,cut off on,field of battle
300,"Bhishma cut off, with his arrows, on the
field of battle, bows, and flagstaffs, and coats of mail, and human heads
by hundreds and thousands.",Bhishma,cut off by,hundreds
301,"Bhishma cut off, with his arrows, on the
field of battle, bows, and flagstaffs, and coats of mail, and human heads
by hundreds and thousands.",Bhishma,cut off with,his arrows
302,"Bhishma cut off, with his arrows, on the
field of battle, bows, and flagstaffs, and coats of mail, and human heads
by hundreds and thousands.",Bhishma,cut off on,field
303,"And such was his terrible prowess and
extraordinary lightness of hand, and such the skill with which he
protected himself, that the contending car-warriors, though his enemies,
began to applaud him loudly.",such,was,his prowess
304,"And such was his terrible prowess and
extraordinary lightness of hand, and such the skill with which he
protected himself, that the contending car-warriors, though his enemies,
began to applaud him loudly.",such,was,his terrible prowess
305,"And such was his terrible prowess and
extraordinary lightness of hand, and such the skill with which he
protected himself, that the contending car-warriors, though his enemies,
began to applaud him loudly.",he,protected,himself
306,"""It was then, O king, that mighty car-warrior, king Salya of immeasurable
prowess, from behind summoned Bhishma, the son of Santanu, to an
encounter.",from summoned Bhishma,son of,Santanu
307,"""It was then, O king, that mighty car-warrior, king Salya of immeasurable
prowess, from behind summoned Bhishma, the son of Santanu, to an
encounter.",mighty car warrior,Salya of,immeasurable prowess
308,"And desirous of obtaining the maidens, he came upon Bhishma
like a mighty leader of a herd of elephants rushing upon another of his
kind, and tearing with his tusks the latter's hips at the sight of a
female elephant in heat.",he,tearing with,his tusks
309,"And desirous of obtaining the maidens, he came upon Bhishma
like a mighty leader of a herd of elephants rushing upon another of his
kind, and tearing with his tusks the latter's hips at the sight of a
female elephant in heat.",he,desirous came upon,Bhishma
310,"And desirous of obtaining the maidens, he came upon Bhishma
like a mighty leader of a herd of elephants rushing upon another of his
kind, and tearing with his tusks the latter's hips at the sight of a
female elephant in heat.",female elephant,is in,heat
311,"And desirous of obtaining the maidens, he came upon Bhishma
like a mighty leader of a herd of elephants rushing upon another of his
kind, and tearing with his tusks the latter's hips at the sight of a
female elephant in heat.",he,tearing,latter 's hips
312,"And desirous of obtaining the maidens, he came upon Bhishma
like a mighty leader of a herd of elephants rushing upon another of his
kind, and tearing with his tusks the latter's hips at the sight of a
female elephant in heat.",he,tearing,latter 's hips at sight of elephant in heat
313,"And desirous of obtaining the maidens, he came upon Bhishma
like a mighty leader of a herd of elephants rushing upon another of his
kind, and tearing with his tusks the latter's hips at the sight of a
female elephant in heat.",he,desirous came like,leader
314,"And desirous of obtaining the maidens, he came upon Bhishma
like a mighty leader of a herd of elephants rushing upon another of his
kind, and tearing with his tusks the latter's hips at the sight of a
female elephant in heat.",he,tearing,latter 's hips at sight of female elephant
315,"And desirous of obtaining the maidens, he came upon Bhishma
like a mighty leader of a herd of elephants rushing upon another of his
kind, and tearing with his tusks the latter's hips at the sight of a
female elephant in heat.",he,tearing,latter 's hips at sight
316,"And desirous of obtaining the maidens, he came upon Bhishma
like a mighty leader of a herd of elephants rushing upon another of his
kind, and tearing with his tusks the latter's hips at the sight of a
female elephant in heat.",he,came upon,Bhishma
317,"And desirous of obtaining the maidens, he came upon Bhishma
like a mighty leader of a herd of elephants rushing upon another of his
kind, and tearing with his tusks the latter's hips at the sight of a
female elephant in heat.",he,desirous came like,leader of herd
318,"And desirous of obtaining the maidens, he came upon Bhishma
like a mighty leader of a herd of elephants rushing upon another of his
kind, and tearing with his tusks the latter's hips at the sight of a
female elephant in heat.",he,came like,leader
319,"And desirous of obtaining the maidens, he came upon Bhishma
like a mighty leader of a herd of elephants rushing upon another of his
kind, and tearing with his tusks the latter's hips at the sight of a
female elephant in heat.",he,tearing,latter 's hips at sight of elephant
320,"And desirous of obtaining the maidens, he came upon Bhishma
like a mighty leader of a herd of elephants rushing upon another of his
kind, and tearing with his tusks the latter's hips at the sight of a
female elephant in heat.",he,tearing,latter 's hips at sight of female elephant in heat
321,"And desirous of obtaining the maidens, he came upon Bhishma
like a mighty leader of a herd of elephants rushing upon another of his
kind, and tearing with his tusks the latter's hips at the sight of a
female elephant in heat.",he,came like,leader of herd
322,"And desirous of obtaining the maidens, he came upon Bhishma
like a mighty leader of a herd of elephants rushing upon another of his
kind, and tearing with his tusks the latter's hips at the sight of a
female elephant in heat.",latter,has,hips at sight of female elephant in heat
323,"And Salya of mighty arms, moved by wrath
addressed Bhishma and said, 'Stay, Stay.'",Salya,moved by,wrath
324,"Then Bhishma, that tiger among
men, that grinder of hostile armies, provoked by these words, flamed up
in wrath like a blazing fire.",Bhishma,grinder of,hostile armies
325,"Then Bhishma, that tiger among
men, that grinder of hostile armies, provoked by these words, flamed up
in wrath like a blazing fire.",Bhishma,tiger among,men
326,"Then Bhishma, that tiger among
men, that grinder of hostile armies, provoked by these words, flamed up
in wrath like a blazing fire.",Bhishma,provoked by,words
327,"Bow in hand, and brow furrowed into
wrinkles, he stayed on his car, in obedience to Kshatriya usage having
checked its course in expectation of the enemy.",Bow,is in,hand
328,"Bow in hand, and brow furrowed into
wrinkles, he stayed on his car, in obedience to Kshatriya usage having
checked its course in expectation of the enemy.",brow,furrowed into,wrinkles
329,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like roaring bulls of great strength at sight in rut
330,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like bulls of great strength at sight of cow
331,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like roaring bulls at sight of cow in rut
332,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,exhibit,their prowess
333,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like bulls of great strength at sight of cow in rut
334,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit at sight in rut
335,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,exhibit at,sight of cow in rut
336,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like roaring bulls at sight of cow in rut
337,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like bulls at sight of cow
338,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like bulls of strength at sight of cow
339,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like bulls of strength at sight of cow
340,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,exhibit like,bulls of great strength
341,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,exhibit at,sight of cow
342,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like roaring bulls of great strength at sight in rut
343,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like roaring bulls of great strength at sight of cow in rut
344,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like roaring bulls of great strength at sight of cow in rut
345,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like bulls of strength
346,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like bulls of great strength at sight in rut
347,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,exhibit like,roaring bulls of strength
348,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like roaring bulls at sight of cow
349,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like bulls
350,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like roaring bulls of strength at sight in rut
351,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like roaring bulls of strength at sight of cow in rut
352,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like roaring bulls of great strength
353,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like bulls at sight of cow in rut
354,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like roaring bulls at sight of cow
355,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit at sight of cow in rut
356,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like roaring bulls of strength at sight of cow in rut
357,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like bulls of strength at sight in rut
358,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like roaring bulls of strength at sight
359,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like bulls of strength at sight of cow in rut
360,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit at sight in rut
361,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like bulls of great strength at sight of cow
362,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,exhibit like,bulls
363,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,exhibit at,sight
364,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit
365,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like roaring bulls of great strength
366,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit at sight of cow
367,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,exhibit like,roaring bulls
368,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like bulls of strength
369,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like roaring bulls of strength
370,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like bulls of great strength at sight
371,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like roaring bulls of great strength at sight
372,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit at sight of cow
373,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit
374,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit at sight
375,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit at sight
376,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like roaring bulls at sight in rut
377,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like bulls of great strength
378,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like bulls of strength at sight in rut
379,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,exhibit at,sight in rut
380,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like bulls at sight of cow
381,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like roaring bulls of great strength at sight of cow
382,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like roaring bulls at sight in rut
383,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like bulls at sight
384,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like bulls of great strength at sight
385,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,exhibit like,roaring bulls of great strength
386,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like roaring bulls of strength at sight
387,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like roaring bulls of great strength at sight of cow
388,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like roaring bulls of great strength at sight
389,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like bulls of great strength at sight in rut
390,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like bulls of strength at sight of cow in rut
391,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like roaring bulls
392,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like roaring bulls at sight
393,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like bulls at sight in rut
394,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like bulls of great strength
395,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like roaring bulls of strength at sight of cow
396,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like bulls of great strength at sight of cow in rut
397,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",sight,is in,rut
398,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like bulls at sight
399,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like bulls of strength at sight
400,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like bulls at sight in rut
401,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like roaring bulls at sight
402,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like bulls at sight of cow in rut
403,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like roaring bulls of strength
404,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like bulls
405,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like roaring bulls of strength at sight of cow
406,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like bulls of strength at sight
407,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,to exhibit like roaring bulls
408,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit at sight of cow in rut
409,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,exhibit like,bulls of strength
410,"The two then began to exhibit their prowess (upon
each other) like roaring bulls of great strength at the sight of a cow in
rut.",two,began,exhibit like roaring bulls of strength at sight in rut
411,"Then that foremost of men, king Salya covered Bhishma, the son of
Santanu with hundreds and thousands of swift-winged shafts.",Bhishma,son with,hundreds of swift winged shafts
412,"Then that foremost of men, king Salya covered Bhishma, the son of
Santanu with hundreds and thousands of swift-winged shafts.",Bhishma,son of,Santanu
413,"Then that foremost of men, king Salya covered Bhishma, the son of
Santanu with hundreds and thousands of swift-winged shafts.",son,is with,hundreds of swift winged shafts
414,"And those
monarchs seeing Salya thus covering Bhishma at the outset with
innumerable shafts, wondered much and uttered shouts of applause.",Salya,covering Bhishma with,shafts
415,"And those
monarchs seeing Salya thus covering Bhishma at the outset with
innumerable shafts, wondered much and uttered shouts of applause.",Salya,covering with,shafts
416,"And those
monarchs seeing Salya thus covering Bhishma at the outset with
innumerable shafts, wondered much and uttered shouts of applause.",Salya,covering,Bhishma
417,"And those
monarchs seeing Salya thus covering Bhishma at the outset with
innumerable shafts, wondered much and uttered shouts of applause.",Salya,thus covering Bhishma at,outset
418,"And those
monarchs seeing Salya thus covering Bhishma at the outset with
innumerable shafts, wondered much and uttered shouts of applause.",Salya,covering Bhishma at,outset
419,"And those
monarchs seeing Salya thus covering Bhishma at the outset with
innumerable shafts, wondered much and uttered shouts of applause.",Salya,thus covering with,innumerable shafts
420,"And those
monarchs seeing Salya thus covering Bhishma at the outset with
innumerable shafts, wondered much and uttered shouts of applause.",Salya,thus covering,Bhishma
421,"And those
monarchs seeing Salya thus covering Bhishma at the outset with
innumerable shafts, wondered much and uttered shouts of applause.",Salya,thus covering Bhishma with,innumerable shafts
422,"And those
monarchs seeing Salya thus covering Bhishma at the outset with
innumerable shafts, wondered much and uttered shouts of applause.",Salya,covering with,innumerable shafts
423,"And those
monarchs seeing Salya thus covering Bhishma at the outset with
innumerable shafts, wondered much and uttered shouts of applause.",Salya,covering Bhishma with,innumerable shafts
