,Unnamed: 0,sentence_no,word,predicted_tag,POS_Tags
943,943,3,by,O,IN
944,944,3,Rituparna,B-PER,NNP
945,945,3,to,O,TO
946,946,3,make,O,VB
947,947,3,"haste,",O,NN
948,948,3,Vahuka,B-PER,NNP
949,949,3,after,O,IN
950,950,3,much,O,JJ
951,951,3,scrutiny,O,NN
952,952,3,and,O,CC
953,953,3,careful,O,JJ
954,954,3,"deliberation,",O,NN
955,955,3,selected,O,VBD
956,956,3,some,O,DT
957,957,3,steeds,O,NNS
958,958,3,that,O,WDT
959,959,3,were,O,VBD
960,960,3,"lean-fleshed,",O,JJ
961,961,3,yet,O,RB
962,962,3,strong,O,JJ
963,963,3,and,O,CC
964,964,3,capable,O,JJ
965,965,3,of,O,IN
966,966,3,a,O,DT
967,967,3,long,O,JJ
968,968,3,journey,O,NN
969,969,3,and,O,CC
970,970,3,endued,O,VBN
971,971,3,with,O,IN
972,972,3,energy,O,NN
973,973,3,and,O,CC
974,974,3,strength,O,NN
975,975,3,of,O,IN
976,976,3,high,O,JJ
977,977,3,breed,O,NN
978,978,3,and,O,CC
979,979,3,"docility,",O,JJ
980,980,3,free,O,JJ
981,981,3,from,O,IN
982,982,3,inauspicious,O,JJ
983,983,3,"marks,",O,NN
984,984,3,with,O,IN
985,985,3,wide,O,JJ
986,986,3,nostrils,O,NNS
987,987,3,and,O,CC
988,988,3,swelling,O,VBG
989,989,3,"cheeks,",O,JJ
990,990,3,free,O,JJ
991,991,3,from,O,IN
992,992,3,faults,O,NNS
993,993,3,as,O,IN
994,994,3,regards,O,NNS
995,995,3,the,O,DT
996,996,3,ten,O,NN
997,997,3,hairy,O,NN
998,998,3,"curls,",O,NN
999,999,3,born,O,VBN
1000,1000,3,in,O,IN
1001,1001,3,(the,O,JJ
1002,1002,3,country,O,NN
1003,1003,3,of),O,VBD
1004,1004,3,"Sindhu,",O,NNP
1005,1005,3,and,O,CC
1006,1006,3,fleet,O,NN
1007,1007,3,as,O,IN
1008,1008,3,the,O,DT
1009,1009,3,winds.,O,NN
1010,1010,3,And,O,CC
1011,1011,3,seeing,O,VBG
1012,1012,3,those,O,DT
1013,1013,3,"horses,",O,PDT
1014,1014,3,the,O,DT
1015,1015,3,king,O,NN
1016,1016,3,said,O,VBD
1017,1017,3,somewhat,O,RB
1018,1018,3,"angrily,",O,JJ
1019,1019,3,'What,O,WP
1020,1020,3,is,O,VBZ
1021,1021,3,"this,",O,NN
1022,1022,3,that,O,IN
1023,1023,3,thou,O,VBZ
1024,1024,3,wishest,O,JJS
1025,1025,3,to,O,TO
1026,1026,3,do?,O,VB
1027,1027,3,Thou,O,NNP
1028,1028,3,shouldst,O,VBZ
1029,1029,3,not,O,RB
1030,1030,3,jest,O,JJ
1031,1031,3,with,O,IN
1032,1032,3,us.,O,JJ
1033,1033,3,How,O,WRB
1034,1034,3,can,O,MD
1035,1035,3,these,O,DT
1036,1036,3,horses,O,NNS
1037,1037,3,of,O,IN
1038,1038,3,"mine,",O,NN
1039,1039,3,weak,O,JJ
1040,1040,3,in,O,IN
1041,1041,3,strength,O,NN
1042,1042,3,and,O,CC
1043,1043,3,"breath,",O,NN
1044,1044,3,carry,O,VBP
1045,1045,3,us?,O,JJ
1046,1046,3,And,O,CC
1047,1047,3,how,O,WRB
1048,1048,3,shall,O,MD
1049,1049,3,we,O,PRP
1050,1050,3,be,O,VB
1051,1051,3,able,O,JJ
1052,1052,3,to,O,TO
1053,1053,3,go,O,VB
1054,1054,3,this,O,DT
1055,1055,3,long,O,JJ
1056,1056,3,way,O,NN
1057,1057,3,by,O,IN
1058,1058,3,help,O,NN
1059,1059,3,of,O,IN
1060,1060,3,these?',O,NN
1061,1061,3,Vahuka,B-PER,NNP
1062,1062,3,"replied,",O,VBZ
1063,1063,3,'Each,O,CD
1064,1064,3,of,O,IN
1065,1065,3,these,O,DT
1066,1066,3,horses,O,NNS
1067,1067,3,bears,O,VBP
1068,1068,3,one,O,CD
1069,1069,3,curl,O,NN
1070,1070,3,on,O,IN
1071,1071,3,his,O,PRP$
1072,1072,3,"forehead,",O,NN
1073,1073,3,two,O,CD
1074,1074,3,on,O,IN
1075,1075,3,his,O,PRP$
1076,1076,3,"temples,",O,NN
1077,1077,3,four,O,CD
1078,1078,3,on,O,IN
1079,1079,3,his,O,PRP$
1080,1080,3,"sides,",O,JJ
1081,1081,3,four,O,CD
1082,1082,3,on,O,IN
1083,1083,3,his,O,PRP$
1084,1084,3,"chest,",O,NN
1085,1085,3,and,O,CC
1086,1086,3,one,O,CD
1087,1087,3,on,O,IN
1088,1088,3,his,O,PRP$
1089,1089,3,back.,O,NN
1090,1090,3,Without,O,IN
1091,1091,3,"doubt,",O,JJ
1092,1092,3,these,O,DT
1093,1093,3,steeds,O,NNS
1094,1094,3,will,O,MD
1095,1095,3,be,O,VB
1096,1096,3,able,O,JJ
1097,1097,3,to,O,TO
1098,1098,3,go,O,VB
1099,1099,3,to,O,TO
1100,1100,3,the,O,DT
1101,1101,3,country,O,NN
1102,1102,3,of,O,IN
1103,1103,3,the,O,DT
1104,1104,3,Vidarbhas.,O,NNP
1105,1105,3,"If,",O,NNP
1106,1106,3,O,O,NNP
1107,1107,3,"king,",O,NNP
1108,1108,3,thou,O,VBD
1109,1109,3,thinkest,O,JJS
1110,1110,3,of,O,IN
1111,1111,3,choosing,O,VBG
1112,1112,3,"others,",O,JJ
1113,1113,3,point,O,VB
1114,1114,3,them,O,PRP
1115,1115,3,out,O,IN
1116,1116,3,and,O,CC
1117,1117,3,I,O,PRP
1118,1118,3,shall,O,MD
1119,1119,3,yoke,O,VB
1120,1120,3,them,O,PRP
1121,1121,3,for,O,IN
1122,1122,3,thee.',O,NN
1123,1123,3,Rituparna,B-PER,NNP
1124,1124,3,"rejoined,",O,NN
1125,1125,3,'O,O,POS
1126,1126,3,"Vahuka,",O,NNP
1127,1127,3,thou,O,CC
1128,1128,3,art,O,NN
1129,1129,3,versed,O,VBN
1130,1130,3,in,O,IN
1131,1131,3,the,O,DT
1132,1132,3,science,O,NN
1133,1133,3,of,O,IN
1134,1134,3,horses,O,NNS
1135,1135,3,and,O,CC
1136,1136,3,art,O,NN
1137,1137,3,also,O,RB
1138,1138,3,skillful,O,JJ
1139,1139,3,(in,O,NNP
1140,1140,3,guiding,O,NN
1141,1141,3,them).,O,NN
1142,1142,3,Do,O,VB
1143,1143,3,thou,O,NNS
1144,1144,3,speedily,O,RB
1145,1145,3,yoke,O,VBP
1146,1146,3,those,O,DT
1147,1147,3,that,O,WDT
1148,1148,3,thou,O,VBP
1149,1149,3,thinkest,O,VB
1150,1150,3,to,O,TO
1151,1151,3,be,O,VB
1152,1152,3,able.',O,JJ
1153,1153,3,Thereupon,O,IN
1154,1154,3,the,O,DT
1155,1155,3,skillful,O,JJ
1156,1156,3,Nala,B-PER,NNP
1157,1157,3,yoked,O,VBD
1158,1158,3,upon,O,IN
1159,1159,3,the,O,DT
1160,1160,3,car,O,NN
1161,1161,3,four,O,CD
1162,1162,3,excellent,O,NN
1163,1163,3,steeds,O,NNS
1164,1164,3,of,O,IN
1165,1165,3,good,O,JJ
1166,1166,3,breed,O,NN
1167,1167,3,that,O,WDT
1168,1168,3,"were,",O,VBZ
1169,1169,3,"besides,",O,NN
1170,1170,3,docile,O,NN
1171,1171,3,and,O,CC
1172,1172,3,fleet.,O,NN
1173,1173,3,And,O,CC
1174,1174,3,after,O,IN
1175,1175,3,the,O,DT
1176,1176,3,steeds,O,NNS
1177,1177,3,had,O,VBD
1178,1178,3,been,O,VBN
1179,1179,3,"yoked,",O,RB
1180,1180,3,the,O,DT
1181,1181,3,king,O,NN
1182,1182,3,without,O,IN
1183,1183,3,loss,O,NN
1184,1184,3,of,O,IN
1185,1185,3,time,O,NN
1186,1186,3,mounted,O,VBN
1187,1187,3,upon,O,IN
1188,1188,3,the,O,DT
1189,1189,3,"car,",O,NN
1190,1190,3,when,O,WRB
1191,1191,3,those,O,DT
1192,1192,3,best,O,JJS
1193,1193,3,of,O,IN
1194,1194,3,horses,O,NNS
1195,1195,3,fell,O,VBD
1196,1196,3,down,O,RB
1197,1197,3,upon,O,IN
1198,1198,3,the,O,DT
1199,1199,3,ground,O,NN
1200,1200,3,on,O,IN
1201,1201,3,their,O,PRP$
1202,1202,3,knees.,O,NN
1203,1203,3,"Then,",O,NNP
1204,1204,3,O,O,NNP
1205,1205,3,"king,",O,VBD
1206,1206,3,that,O,IN
1207,1207,3,foremost,O,NN
1208,1208,3,of,O,IN
1209,1209,3,"men,",O,NN
1210,1210,3,the,O,DT
1211,1211,3,blessed,O,VBN
1212,1212,3,king,O,NN
1213,1213,3,Nala,B-PER,NNP
1214,1214,3,began,O,VBD
1215,1215,3,to,O,TO
1216,1216,3,soothe,O,VB
1217,1217,3,horses,O,NNS
1218,1218,3,endued,O,VBN
1219,1219,3,with,O,IN
1220,1220,3,energy,O,NN
1221,1221,3,and,O,CC
1222,1222,3,strength.,O,NN
1223,1223,3,And,O,CC
1224,1224,3,raising,O,VBG
1225,1225,3,them,O,PRP
1226,1226,3,up,O,RP
1227,1227,3,with,O,IN
1228,1228,3,the,O,DT
1229,1229,3,reins,O,NNS
1230,1230,3,and,O,CC
1231,1231,3,making,O,VBG
1232,1232,3,the,O,DT
1233,1233,3,charioteer,O,NN
1234,1234,3,Varshneya,B-PER,NNP
1235,1235,3,sit,O,NN
1236,1236,3,on,O,IN
1237,1237,3,the,O,DT
1238,1238,3,"car,",O,NN
1239,1239,3,he,O,PRP
1240,1240,3,prepared,O,VBD
1241,1241,3,to,O,TO
1242,1242,3,set,O,VB
1243,1243,3,out,O,RP
1244,1244,3,with,O,IN
1245,1245,3,great,O,JJ
1246,1246,3,speed.,O,NN
1247,1247,3,And,O,CC
1248,1248,3,those,O,DT
1249,1249,3,best,O,JJS
1250,1250,3,of,O,IN
1251,1251,3,"steeds,",O,NN
1252,1252,3,duly,O,NNS
1253,1253,3,urged,O,VBN
1254,1254,3,by,O,IN
1255,1255,3,"Vahuka,",O,NNP
1256,1256,3,rose,O,VBD
1257,1257,3,to,O,TO
1258,1258,3,the,O,DT
1259,1259,3,"sky,",O,NN
1260,1260,3,confounding,O,VBG
1261,1261,3,the,O,DT
1262,1262,3,occupant,O,NN
1263,1263,3,of,O,IN
1264,1264,3,the,O,DT
1265,1265,3,vehicle.,O,NN
1266,1266,3,And,O,CC
1267,1267,3,beholding,O,VBG
1268,1268,3,those,O,DT
1269,1269,3,steeds,O,NNS
1270,1270,3,gifted,O,VBN
1271,1271,3,with,O,IN
1272,1272,3,the,O,DT
1273,1273,3,speed,O,NN
1274,1274,3,of,O,IN
1275,1275,3,the,O,DT
1276,1276,3,wind,O,NN
1277,1277,3,thus,O,RB
1278,1278,3,drawing,O,VBG
1279,1279,3,the,O,DT
1280,1280,3,"car,",O,NN
1281,1281,3,the,O,DT
1282,1282,3,blessed,O,JJ
1283,1283,3,king,O,NN
1284,1284,3,of,O,IN
1285,1285,3,Ayodhaya,B-PER,NNP
1286,1286,3,was,O,VBD
1287,1287,3,exceedingly,O,RB
1288,1288,3,amazed.,O,JJ
1289,1289,3,And,O,CC
1290,1290,3,noticing,O,VBG
1291,1291,3,the,O,DT
1292,1292,3,rattle,O,NN
1293,1293,3,of,O,IN
1294,1294,3,the,O,DT
1295,1295,3,car,O,NN
1296,1296,3,and,O,CC
1297,1297,3,also,O,RB
1298,1298,3,the,O,DT
1299,1299,3,management,O,NN
1300,1300,3,of,O,IN
1301,1301,3,the,O,DT
1302,1302,3,"steeds,",O,NN
1303,1303,3,Varshneya,B-PER,NNP
1304,1304,3,reflected,O,VBD
1305,1305,3,upon,O,IN
1306,1306,3,Vahuka's,B-PER,NNP
1307,1307,3,skill,O,NN
1308,1308,3,in,O,IN
1309,1309,3,guiding,O,VBG
1310,1310,3,horses.,O,NN
1311,1311,3,And,O,CC
1312,1312,3,he,O,PRP
1313,1313,3,"thought,",O,VBZ
1314,1314,3,'Is,O,CC
1315,1315,3,he,O,PRP
1316,1316,3,"Matali,",O,VBZ
1317,1317,3,the,O,DT
1318,1318,3,charioteer,O,NN
1319,1319,3,of,O,IN
1320,1320,3,the,O,DT
1321,1321,3,king,O,NN
1322,1322,3,of,O,IN
1323,1323,3,the,O,DT
1324,1324,3,celestials?,O,NN
1325,1325,3,I,O,PRP
1326,1326,3,find,O,VBP
1327,1327,3,the,O,DT
1328,1328,3,same,O,JJ
1329,1329,3,magnificent,O,JJ
1330,1330,3,indications,O,NNS
1331,1331,3,in,O,IN
1332,1332,3,the,O,DT
1333,1333,3,heroic,O,NN
1334,1334,3,Vahuka.,O,NNP
1335,1335,3,"Or,",O,NNP
1336,1336,3,hath,O,NN
1337,1337,3,Salihotra,B-PER,NNP
1338,1338,3,versed,O,VBD
1339,1339,3,in,O,IN
1340,1340,3,the,O,DT
1341,1341,3,science,O,NN
1342,1342,3,of,O,IN
1343,1343,3,horses,O,NNS
1344,1344,3,taken,O,VBN
1345,1345,3,this,O,DT
1346,1346,3,human,O,JJ
1347,1347,3,shape,O,NN
1348,1348,3,so,O,RB
1349,1349,3,beautiful?,O,JJ
1350,1350,3,"Or,",O,NNP
1351,1351,3,is,O,VBZ
1352,1352,3,it,O,PRP
1353,1353,3,king,O,VBG
1354,1354,3,Nala,B-PER,NNP
1355,1355,3,the,O,DT
1356,1356,3,reducer,O,NN
1357,1357,3,of,O,IN
1358,1358,3,hostile,O,JJ
1359,1359,3,towns,O,NNS
1360,1360,3,that,O,IN
1361,1361,3,hath,O,NN
1362,1362,3,come,O,VBP
1363,1363,3,here?,O,NN
1364,1364,3,"Or,",O,IN
1365,1365,3,it,O,PRP
1366,1366,3,may,O,MD
1367,1367,3,be,O,VB
1368,1368,3,that,O,IN
1369,1369,3,this,O,DT
1370,1370,3,Vahuka,B-PER,NNP
1371,1371,3,knoweth,O,VBZ
1372,1372,3,the,O,DT
1373,1373,3,science,O,NN
1374,1374,3,that,O,WDT
1375,1375,3,Nala,B-PER,NNP
1376,1376,3,"knoweth,",O,NN
1377,1377,3,for,O,IN
1378,1378,3,I,O,PRP
1379,1379,3,perceive,O,VBP
1380,1380,3,that,O,IN
1381,1381,3,the,O,DT
1382,1382,3,knowledge,O,NN
1383,1383,3,of,O,IN
1384,1384,3,Vahuka,B-PER,NNP
1385,1385,3,is,O,VBZ
1386,1386,3,equal,O,JJ
1387,1387,3,to,O,TO
1388,1388,3,that,O,DT
1389,1389,3,of,O,IN
1390,1390,3,Nala.,O,NNP
1391,1391,3,"Further,",O,NNP
1392,1392,3,Vahuka,B-PER,NNP
1393,1393,3,and,O,CC
1394,1394,3,Nala,B-PER,NNP
1395,1395,3,are,O,VBP
1396,1396,3,of,O,IN
1397,1397,3,the,O,DT
1398,1398,3,same,O,JJ
1399,1399,3,age.,O,NN
1400,1400,3,This,O,DT
1401,1401,3,"one,",O,JJ
1402,1402,3,"again,",O,NN
1403,1403,3,may,O,MD
1404,1404,3,not,O,RB
1405,1405,3,be,O,VB
1406,1406,3,Nala,B-PER,NNP
1407,1407,3,of,O,IN
1408,1408,3,high,O,JJ
1409,1409,3,"prowess,",O,NN
1410,1410,3,but,O,CC
1411,1411,3,somebody,O,NN
1412,1412,3,of,O,IN
1413,1413,3,equal,O,JJ
1414,1414,3,knowledge.,O,NN
1415,1415,3,Illustrious,O,JJ
1416,1416,3,"persons,",O,NN
1417,1417,3,"however,",O,NN
1418,1418,3,walk,O,VBP
1419,1419,3,this,O,DT
1420,1420,3,earth,B-PLACE,NN
1421,1421,3,in,O,IN
1422,1422,3,disguise,O,NN
1423,1423,3,in,O,IN
1424,1424,3,consequence,O,NN
1425,1425,3,of,O,IN
1426,1426,3,"misfortune,",O,NN
1427,1427,3,or,O,CC
1428,1428,3,agreeably,O,RB
1429,1429,3,to,O,TO
1430,1430,3,the,O,DT
1431,1431,3,ordinance,O,NN
1432,1432,3,of,O,IN
1433,1433,3,the,O,DT
1434,1434,3,scriptures.,O,NN
1435,1435,3,That,O,IN
1436,1436,3,this,O,DT
1437,1437,3,person,O,NN
1438,1438,3,is,O,VBZ
1439,1439,3,of,O,IN
1440,1440,3,unsightly,O,RB
1441,1441,3,appearance,O,VB
1442,1442,3,need,O,MD
1443,1443,3,not,O,RB
1444,1444,3,change,O,VB
1445,1445,3,my,O,PRP$
1446,1446,3,opinion;,O,NN
1447,1447,3,for,O,IN
1448,1448,3,"Nala,",B-PER,NNP
1449,1449,3,I,O,PRP
1450,1450,3,"think,",O,VBP
1451,1451,3,may,O,MD
1452,1452,3,even,O,RB
1453,1453,3,be,O,VB
1454,1454,3,despoiled,O,VBN
1455,1455,3,of,O,IN
1456,1456,3,his,O,PRP$
1457,1457,3,personal,O,JJ
1458,1458,3,features.,O,NN
1459,1459,3,In,O,IN
1460,1460,3,respect,O,NN
1461,1461,3,of,O,IN
1462,1462,3,age,O,NN
1463,1463,3,this,O,DT
1464,1464,3,one,O,CD
1465,1465,3,equals,O,NNS
1466,1466,3,Nala.,O,NNP
1467,1467,3,There,O,EX
1468,1468,3,is,O,VBZ
1469,1469,3,"difference,",O,JJ
1470,1470,3,"however,",O,NN
1471,1471,3,in,O,IN
1472,1472,3,personal,O,JJ
1473,1473,3,appearance.,O,NN
1474,1474,3,"Vahuka,",O,NNP
1475,1475,3,again,O,RB
1476,1476,3,is,O,VBZ
1477,1477,3,endued,O,VBN
1478,1478,3,with,O,IN
1479,1479,3,every,O,DT
1480,1480,3,accomplishment.,O,NN
1481,1481,3,I,O,PRP
1482,1482,3,"think,",O,VBP
1483,1483,3,"therefore,",O,IN
1484,1484,3,he,O,PRP
1485,1485,3,is,O,VBZ
1486,1486,3,Nala.',O,JJ
1487,1487,3,Having,O,VBG
1488,1488,3,thus,O,RB
1489,1489,3,reasoned,O,VBN
1490,1490,3,long,O,RB
1491,1491,3,in,O,IN
1492,1492,3,his,O,PRP$
1493,1493,3,"mind,",O,NN
1494,1494,3,O,O,NNP
1495,1495,3,mighty,O,NN
1496,1496,3,"monarch,",O,NN
1497,1497,3,"Varshneya,",O,NNP
1498,1498,3,the,O,DT
1499,1499,3,(former),O,NNP
1500,1500,3,charioteer,O,NN
1501,1501,3,of,O,IN
1502,1502,3,the,O,DT
1503,1503,3,righteous,O,JJ
1504,1504,3,"Nala,",B-PER,NNP
1505,1505,3,became,O,VBD
1506,1506,3,absorbed,O,VBN
1507,1507,3,in,O,IN
1508,1508,3,thought.,O,NN
1509,1509,3,And,O,CC
1510,1510,3,that,O,DT
1511,1511,3,foremost,O,NN
1512,1512,3,of,O,IN
1513,1513,3,kings,O,NNS
1514,1514,3,"Rituparna,",O,NNP
1515,1515,3,"also,",O,IN
1516,1516,3,beholding,O,VBG
1517,1517,3,the,O,DT
1518,1518,3,skill,O,NN
1519,1519,3,of,O,IN
1520,1520,3,Vahuka,B-PER,NNP
1521,1521,3,in,O,IN
1522,1522,3,equestrian,O,JJ
1523,1523,3,science,O,NN
1524,1524,3,experienced,O,VBD
1525,1525,3,great,O,JJ
1526,1526,3,"delight,",O,NNS
1527,1527,3,along,O,IN
1528,1528,3,with,O,IN
1529,1529,3,his,O,PRP$
1530,1530,3,charioteer,O,NN
1531,1531,3,Varshneya.,O,NNP
1532,1532,3,And,O,CC
1533,1533,3,thinking,O,NN
1534,1534,3,of,O,IN
1535,1535,3,Vahuka's,B-PER,NNP
1536,1536,3,application,O,NN
1537,1537,3,and,O,CC
1538,1538,3,ardour,O,NN
1539,1539,3,and,O,CC
1540,1540,3,the,O,DT
1541,1541,3,manner,O,NN
1542,1542,3,of,O,IN
1543,1543,3,his,O,PRP$
1544,1544,3,holding,O,VBG
1545,1545,3,the,O,DT
1546,1546,3,"reins,",O,NN
1547,1547,3,the,O,DT
1548,1548,3,king,O,NN
1549,1549,3,felt,O,VBD
1550,1550,3,exceedingly,O,RB
1551,1551,3,"glad.'""",O,JJ
1552,1552,4,"glad.'""",O,NN
1553,1553,5,"""Vrihadaswa",B-PER,JJ
1554,1554,5,"said,",O,NN
1555,1555,5,'Like,O,IN
1556,1556,5,a,O,DT
1557,1557,5,bird,O,NN
1558,1558,5,coursing,O,VBG
1559,1559,5,through,O,IN
1560,1560,5,the,O,DT
1561,1561,5,"sky,",O,NN
1562,1562,5,Nala,B-PER,NNP
1563,1563,5,soon,O,RB
1564,1564,5,crossed,O,VBD
1565,1565,5,rivers,O,NNS
1566,1566,5,and,O,CC
1567,1567,5,"mountains,",O,NN
1568,1568,5,and,O,CC
1569,1569,5,woods,O,NNS
1570,1570,5,and,O,CC
1571,1571,5,lakes.,O,NN
1572,1572,5,And,O,CC
1573,1573,5,while,O,IN
1574,1574,5,the,O,DT
1575,1575,5,car,O,NN
1576,1576,5,was,O,VBD
1577,1577,5,coursing,O,VBG
1578,1578,5,"thus,",O,NN
1579,1579,5,that,O,IN
1580,1580,5,conqueror,O,NN
1581,1581,5,of,O,IN
1582,1582,5,hostile,O,JJ
1583,1583,5,"cities,",O,NN
1584,1584,5,the,O,DT
1585,1585,5,royal,O,JJ
1586,1586,5,son,O,NN
1587,1587,5,of,O,IN
1588,1588,5,"Bhangasura,",O,NNP
1589,1589,5,saw,O,VBD
1590,1590,5,his,O,PRP$
1591,1591,5,upper,O,JJ
1592,1592,5,garment,O,NN
1593,1593,5,drop,O,NN
1594,1594,5,down,O,RB
1595,1595,5,on,O,IN
1596,1596,5,the,O,DT
1597,1597,5,ground.,O,NN
1598,1598,5,And,O,CC
1599,1599,5,at,O,IN
1600,1600,5,soon,O,RB
1601,1601,5,as,O,IN
1602,1602,5,his,O,PRP$
1603,1603,5,garment,O,NN
1604,1604,5,had,O,VBD
1605,1605,5,dropped,O,VBN
1606,1606,5,down,O,RP
1607,1607,5,the,O,DT
1608,1608,5,high-minded,O,JJ
1609,1609,5,"monarch,",O,NN
1610,1610,5,without,O,IN
1611,1611,5,loss,O,NN
1612,1612,5,of,O,IN
1613,1613,5,"time,",O,NN
1614,1614,5,told,O,VBD
1615,1615,5,"Nala,",B-PER,NNP
1616,1616,5,'I,O,NNP
1617,1617,5,intend,O,VBP
1618,1618,5,to,O,TO
1619,1619,5,recover,O,VB
1620,1620,5,it.,O,NN
1621,1621,5,O,O,NNP
1622,1622,5,thou,O,NN
1623,1623,5,of,O,IN
1624,1624,5,profound,O,NN
1625,1625,5,"intelligence,",O,NN
1626,1626,5,retain,O,VBP
1627,1627,5,these,O,DT
1628,1628,5,steeds,O,NNS
1629,1629,5,endued,O,VBD
1630,1630,5,with,O,IN
1631,1631,5,exceeding,O,VBG
1632,1632,5,swiftness,O,NN
1633,1633,5,until,O,IN
1634,1634,5,Varshneya,B-PER,NNP
1635,1635,5,bringeth,O,VBD
1636,1636,5,back,O,RP
1637,1637,5,my,O,PRP$
1638,1638,5,garment.',O,NN
1639,1639,5,Thereupon,O,NNP
1640,1640,5,Nala,B-PER,NNP
1641,1641,5,replied,O,VBD
1642,1642,5,unto,O,JJ
1643,1643,5,"him,",O,NN
1644,1644,5,'The,O,POS
1645,1645,5,sheet,O,NN
1646,1646,5,is,O,VBZ
1647,1647,5,dropped,O,VBN
1648,1648,5,down,O,IN
1649,1649,5,far,O,RB
1650,1650,5,away.,O,JJ
1651,1651,5,We,O,PRP
1652,1652,5,have,O,VBP
1653,1653,5,travelled,O,VBN
1654,1654,5,one,O,CD
1655,1655,5,yojana,O,NN
1656,1656,5,thence.,O,NN
1657,1657,5,"Therefore,",O,NN
1658,1658,5,it,O,PRP
1659,1659,5,is,O,VBZ
1660,1660,5,incapable,O,JJ
1661,1661,5,of,O,IN
1662,1662,5,being,O,VBG
1663,1663,5,recovered.',O,NN
1664,1664,5,After,O,IN
1665,1665,5,Nala,B-PER,NNP
1666,1666,5,had,O,VBD
1667,1667,5,addressed,O,VBN
1668,1668,5,him,O,PRP
1669,1669,5,"thus,",O,VB
1670,1670,5,O,O,NNP
1671,1671,5,"king,",O,VB
1672,1672,5,the,O,DT
1673,1673,5,royal,O,JJ
1674,1674,5,son,O,NN
1675,1675,5,of,O,IN
1676,1676,5,Bhangasura,B-PER,NNP
1677,1677,5,came,O,VBD
1678,1678,5,upon,O,IN
1679,1679,5,a,O,DT
1680,1680,5,Vibhitaka,O,NNP
1681,1681,5,tree,O,NN
1682,1682,5,with,O,IN
1683,1683,5,fruits,O,NNS
1684,1684,5,in,O,IN
1685,1685,5,a,O,DT
1686,1686,5,forest.,O,NN
1687,1687,5,And,O,CC
1688,1688,5,seeing,O,VBG
1689,1689,5,that,O,IN
1690,1690,5,"tree,",O,VBZ
1691,1691,5,the,O,DT
1692,1692,5,king,O,NN
1693,1693,5,hastily,O,RB
1694,1694,5,said,O,VBD
1695,1695,5,to,O,TO
1696,1696,5,"Vahuka,",O,NNP
1697,1697,5,'O,O,NNP
1698,1698,5,"charioteer,",O,NN
1699,1699,5,do,O,VBP
1700,1700,5,thou,O,NNS
1701,1701,5,also,O,RB
1702,1702,5,behold,O,VBP
1703,1703,5,my,O,PRP$
1704,1704,5,high,O,JJ
1705,1705,5,proficiency,O,NN
1706,1706,5,in,O,IN
1707,1707,5,calculation.,O,NN
1708,1708,5,All,O,DT
1709,1709,5,men,O,NNS
1710,1710,5,do,O,VBP
1711,1711,5,not,O,RB
1712,1712,5,know,O,VB
1713,1713,5,everything.,O,NN
1714,1714,5,There,O,EX
1715,1715,5,is,O,VBZ
1716,1716,5,no,O,DT
1717,1717,5,one,O,NN
1718,1718,5,that,O,WDT
1719,1719,5,is,O,VBZ
1720,1720,5,versed,O,VBN
1721,1721,5,in,O,IN
1722,1722,5,every,O,DT
1723,1723,5,science,O,NN
1724,1724,5,of,O,IN
1725,1725,5,art.,O,NN
1726,1726,5,Knowledge,O,NNP
1727,1727,5,in,O,IN
1728,1728,5,its,O,PRP$
1729,1729,5,entirety,O,NN
1730,1730,5,is,O,VBZ
1731,1731,5,not,O,RB
1732,1732,5,found,O,VBN
1733,1733,5,in,O,IN
1734,1734,5,any,O,DT
1735,1735,5,one,O,CD
1736,1736,5,"person,",O,NN
1737,1737,5,O,O,NNP
1738,1738,5,"Vahuka,",O,NNP
1739,1739,5,the,O,DT
1740,1740,5,leaves,O,NNS
1741,1741,5,and,O,CC
1742,1742,5,fruits,O,NNS
1743,1743,5,of,O,IN
1744,1744,5,this,O,DT
1745,1745,5,tree,O,NN
1746,1746,5,that,O,WDT
1747,1747,5,are,O,VBP
1748,1748,5,lying,O,VBG
1749,1749,5,on,O,IN
1750,1750,5,the,O,DT
1751,1751,5,ground,O,NN
1752,1752,5,respectively,O,RB
1753,1753,5,exceed,O,VBP
1754,1754,5,those,O,DT
1755,1755,5,that,O,WDT
1756,1756,5,are,O,VBP
1757,1757,5,on,O,IN
1758,1758,5,it,O,PRP
1759,1759,5,by,O,IN
1760,1760,5,one,O,CD
1761,1761,5,hundred,O,CD
1762,1762,5,and,O,CC
1763,1763,5,one.,O,VB
1764,1764,5,The,O,DT
1765,1765,5,two,O,CD
1766,1766,5,branches,O,NNS
1767,1767,5,of,O,IN
1768,1768,5,the,O,DT
1769,1769,5,tree,O,NN
1770,1770,5,have,O,VBP
1771,1771,5,fifty,O,VBN
1772,1772,5,millions,O,NNS
1773,1773,5,of,O,IN
1774,1774,5,"leaves,",O,NN
1775,1775,5,and,O,CC
1776,1776,5,two,O,CD
1777,1777,5,thousand,O,NN
1778,1778,5,and,O,CC
1779,1779,5,ninety,O,NN
1780,1780,5,five,O,CD
1781,1781,5,fruits.,O,NN
1782,1782,5,Do,O,VB
1783,1783,5,thou,O,NNS
1784,1784,5,examine,O,VB
1785,1785,5,these,O,DT
1786,1786,5,two,O,CD
1787,1787,5,branches,O,NNS
1788,1788,5,and,O,CC
1789,1789,5,all,O,DT
1790,1790,5,their,O,PRP$
