,document,subject,relation,object
404,"And the maiden said, 'Let
the gods, O tiger among men, come with thee to the Swayamvara, I will in
their presence, choose thee.",gods,tiger among,men
405,"Finally, everything rests with you, ye foremost of celestials.'""",everything,Finally rests,ye foremost
406,"Finally, everything rests with you, ye foremost of celestials.'""",everything,rests,ye foremost of celestials
407,"Finally, everything rests with you, ye foremost of celestials.'""",everything,Finally rests,ye
408,"Finally, everything rests with you, ye foremost of celestials.'""",everything,Finally rests,ye foremost of celestials
409,"Finally, everything rests with you, ye foremost of celestials.'""",everything,rests,ye foremost
410,"Finally, everything rests with you, ye foremost of celestials.'""",everything,rests,ye
411,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,sacred hour of day of season
412,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,hour of lunar day of season
413,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,sacred hour of holy day of auspicious season
414,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,sacred hour of day
415,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,hour of lunar day of season
416,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,sacred hour of lunar day of auspicious season
417,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,hour of holy day of auspicious season
418,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,sacred hour of day
419,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,hour of holy lunar day of season
420,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned,kings
421,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,hour of holy lunar day of auspicious season
422,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,sacred hour of lunar day of auspicious season
423,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,sacred hour of holy lunar day of season
424,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,sacred hour
425,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,hour of day
426,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,sacred hour of day of season
427,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,hour of day of season
428,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,sacred hour of lunar day of season
429,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,sacred hour
430,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,sacred hour of holy day
431,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned to,Swayamvara
432,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,hour of holy day
433,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,hour of holy day of auspicious season
434,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,sacred hour of lunar day
435,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,sacred hour of holy day
436,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,sacred hour of lunar day
437,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,hour of day of auspicious season
438,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,hour of holy lunar day
439,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,hour of lunar day of auspicious season
440,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,sacred hour of holy lunar day
441,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,hour of day of auspicious season
442,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,sacred hour of day of auspicious season
443,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,hour of lunar day
444,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,hour of day
445,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,hour of holy lunar day of season
446,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,hour of holy day of season
447,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,sacred hour of holy lunar day of auspicious season
448,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,sacred hour of lunar day of season
449,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,sacred hour of holy lunar day of auspicious season
450,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings to,Swayamvara
451,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,hour of day of season
452,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,sacred hour of day of auspicious season
453,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,sacred hour of holy lunar day
454,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,hour of holy day of season
455,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,sacred hour of holy day of season
456,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,sacred hour of holy day of auspicious season
457,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,hour
458,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,hour of holy lunar day of auspicious season
459,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,sacred hour of holy lunar day of season
460,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,hour of holy day
461,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,hour of holy lunar day
462,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,hour of lunar day
463,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,hour
464,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned at,sacred hour of holy day of season
465,"LVII

""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day of
the auspicious season, king Bhima summoned the kings to the Swayamvara.",king Bhima,summoned kings at,hour of lunar day of auspicious season
466,"And those lords of earth decked
with fragrant garlands and polished ear-rings hung with jewels seated
themselves on their several seats.",lords,decked with,garlands
467,"And those lords of earth decked
with fragrant garlands and polished ear-rings hung with jewels seated
themselves on their several seats.",lords,decked with,fragrant garlands
468,"And that sacred assembly of Kings,
graced by those tigers among men, resembled the Bhogavati swarming with
the Nagas, or a mountain cavern with tigers.",sacred assembly,resembled,Bhogavati
469,"And that sacred assembly of Kings,
graced by those tigers among men, resembled the Bhogavati swarming with
the Nagas, or a mountain cavern with tigers.",assembly,resembled,Bhogavati swarming with Nagas
470,"And that sacred assembly of Kings,
graced by those tigers among men, resembled the Bhogavati swarming with
the Nagas, or a mountain cavern with tigers.",sacred assembly Bhogavati,swarming with,Nagas
471,"And that sacred assembly of Kings,
graced by those tigers among men, resembled the Bhogavati swarming with
the Nagas, or a mountain cavern with tigers.",sacred assembly,resembled,Bhogavati swarming
472,"And that sacred assembly of Kings,
graced by those tigers among men, resembled the Bhogavati swarming with
the Nagas, or a mountain cavern with tigers.",sacred assembly,resembled,Bhogavati swarming with Nagas
473,"And that sacred assembly of Kings,
graced by those tigers among men, resembled the Bhogavati swarming with
the Nagas, or a mountain cavern with tigers.",assembly,resembled,Bhogavati swarming
474,"And that sacred assembly of Kings,
graced by those tigers among men, resembled the Bhogavati swarming with
the Nagas, or a mountain cavern with tigers.",assembly,resembled,Bhogavati
475,"And that sacred assembly of Kings,
graced by those tigers among men, resembled the Bhogavati swarming with
the Nagas, or a mountain cavern with tigers.",assembly Bhogavati,swarming with,Nagas
476,"And that sacred assembly of Kings,
graced by those tigers among men, resembled the Bhogavati swarming with
the Nagas, or a mountain cavern with tigers.",mountain cavern,is with,tigers
477,"And their arms were robust,
and resembling iron maces, and well-shaped, and graceful, and looking
like five-headed snakes.",their arms,were,robust
478,"And their arms were robust,
and resembling iron maces, and well-shaped, and graceful, and looking
like five-headed snakes.",their arms,resembling,iron maces
479,"And graced with beautiful locks and fine noses
and eyes and brows, the countenance of the kings shone like stars in the
firmament.",countenance,shone in,firmament
480,"And graced with beautiful locks and fine noses
and eyes and brows, the countenance of the kings shone like stars in the
firmament.",countenance,shone like,stars
481,"And (when the time came), Damayanti of beauteous face,
stealing the eyes and hearts of the princes by her dazzling light,
entered the hall.",Damayanti,entered,hall
482,"And the glances of those illustrious kings were
rivetted to those parts of her person where they had chanced to fall
first, without moving at all.",glances,were,rivetted
483,"And the glances of those illustrious kings were
rivetted to those parts of her person where they had chanced to fall
first, without moving at all.",they,fall without,moving at all
484,"And the glances of those illustrious kings were
rivetted to those parts of her person where they had chanced to fall
first, without moving at all.",they,fall first without,moving
485,"And the glances of those illustrious kings were
rivetted to those parts of her person where they had chanced to fall
first, without moving at all.",they,had chanced,fall
486,"And the glances of those illustrious kings were
rivetted to those parts of her person where they had chanced to fall
first, without moving at all.",they,fall without,moving
487,"And the glances of those illustrious kings were
rivetted to those parts of her person where they had chanced to fall
first, without moving at all.",they,had chanced,to fall
488,"And the glances of those illustrious kings were
rivetted to those parts of her person where they had chanced to fall
first, without moving at all.",glances,were rivetted to,parts of her person
489,"And the glances of those illustrious kings were
rivetted to those parts of her person where they had chanced to fall
first, without moving at all.",they,had chanced,fall first
490,"And the glances of those illustrious kings were
rivetted to those parts of her person where they had chanced to fall
first, without moving at all.",they,fall first without,moving at all
491,"And the glances of those illustrious kings were
rivetted to those parts of her person where they had chanced to fall
first, without moving at all.",they,had chanced,to fall first
492,"And the glances of those illustrious kings were
rivetted to those parts of her person where they had chanced to fall
first, without moving at all.",glances,were rivetted to,parts
493,"And when, O Bharata, the names of the
monarchs were proclaimed, the daughter of Bhima saw five persons all
alike in appearance.",names,were,proclaimed
494,"And when, O Bharata, the names of the
monarchs were proclaimed, the daughter of Bhima saw five persons all
alike in appearance.",daughter,saw,five persons alike
495,"And when, O Bharata, the names of the
monarchs were proclaimed, the daughter of Bhima saw five persons all
alike in appearance.",five persons,is in,appearance
496,"And when, O Bharata, the names of the
monarchs were proclaimed, the daughter of Bhima saw five persons all
alike in appearance.",daughter,saw,five persons
497,"And when, O Bharata, the names of the
monarchs were proclaimed, the daughter of Bhima saw five persons all
alike in appearance.",names,were,when proclaimed
498,"And when, O Bharata, the names of the
monarchs were proclaimed, the daughter of Bhima saw five persons all
alike in appearance.",daughter,saw,five persons in appearance
499,"And when, O Bharata, the names of the
monarchs were proclaimed, the daughter of Bhima saw five persons all
alike in appearance.",daughter,saw,five persons alike in appearance
500,"And beholding them seated there, without difference
of any kind in form, doubt filled her mind, and she could not ascertain
which of them was king Nala.",doubt,filled,her mind
501,"And filled with
anxiety, the beauteous one thought within herself, 'Oh, how shall I
distinguish the celestials, and how discern the royal Nala?'",I,discern,Nala
502,"And filled with
anxiety, the beauteous one thought within herself, 'Oh, how shall I
distinguish the celestials, and how discern the royal Nala?'",I,discern,royal Nala
503,"And thinking
thus, the daughter of Vidarbha became filled with grief.",daughter,filled with,grief
504,"And thinking
thus, the daughter of Vidarbha became filled with grief.",daughter,became,filled
505,"And thinking
thus, the daughter of Vidarbha became filled with grief.",daughter,became,filled with grief
506,"And revolving the matter long in her mind, and
reflecting upon it repeatedly, she decided upon seeking the protection of
the gods themselves.",matter,reflecting repeatedly upon,it
507,"And revolving the matter long in her mind, and
reflecting upon it repeatedly, she decided upon seeking the protection of
the gods themselves.",she,seeking,protection of gods themselves
508,"And revolving the matter long in her mind, and
reflecting upon it repeatedly, she decided upon seeking the protection of
the gods themselves.",she,decided,upon seeking
509,"And revolving the matter long in her mind, and
reflecting upon it repeatedly, she decided upon seeking the protection of
the gods themselves.",matter,reflecting upon,it
510,"And revolving the matter long in her mind, and
reflecting upon it repeatedly, she decided upon seeking the protection of
the gods themselves.",she,decided,seeking
511,"And revolving the matter long in her mind, and
reflecting upon it repeatedly, she decided upon seeking the protection of
the gods themselves.",she,seeking,protection
512,"And bowing down unto them with mind and speech, with
folded hands, she addressed them trembling, 'Since I heard the speech of
the swans, I chose the king of the Nishadhas as my lord.",I,chose as,my lord
513,"And bowing down unto them with mind and speech, with
folded hands, she addressed them trembling, 'Since I heard the speech of
the swans, I chose the king of the Nishadhas as my lord.",I,chose,Since I heard
514,"And bowing down unto them with mind and speech, with
folded hands, she addressed them trembling, 'Since I heard the speech of
the swans, I chose the king of the Nishadhas as my lord.",I,chose king,Since I heard
515,"And bowing down unto them with mind and speech, with
folded hands, she addressed them trembling, 'Since I heard the speech of
the swans, I chose the king of the Nishadhas as my lord.",I,chose king,I heard
516,"And bowing down unto them with mind and speech, with
folded hands, she addressed them trembling, 'Since I heard the speech of
the swans, I chose the king of the Nishadhas as my lord.",I,heard,speech of swans
517,"And bowing down unto them with mind and speech, with
folded hands, she addressed them trembling, 'Since I heard the speech of
the swans, I chose the king of the Nishadhas as my lord.",I,chose,king
518,"And bowing down unto them with mind and speech, with
folded hands, she addressed them trembling, 'Since I heard the speech of
the swans, I chose the king of the Nishadhas as my lord.",I,chose king as,my lord
519,"And bowing down unto them with mind and speech, with
folded hands, she addressed them trembling, 'Since I heard the speech of
the swans, I chose the king of the Nishadhas as my lord.",I,king of,Nishadhas
520,"And bowing down unto them with mind and speech, with
folded hands, she addressed them trembling, 'Since I heard the speech of
the swans, I chose the king of the Nishadhas as my lord.",I,chose,king of Nishadhas
521,"And bowing down unto them with mind and speech, with
folded hands, she addressed them trembling, 'Since I heard the speech of
the swans, I chose the king of the Nishadhas as my lord.",I,heard,speech
522,"And bowing down unto them with mind and speech, with
folded hands, she addressed them trembling, 'Since I heard the speech of
the swans, I chose the king of the Nishadhas as my lord.",I,speech of,swans
523,"And bowing down unto them with mind and speech, with
folded hands, she addressed them trembling, 'Since I heard the speech of
the swans, I chose the king of the Nishadhas as my lord.",I,chose,I heard
524,"For the sake of
truth, O, let the gods reveal him to me.",gods,reveal to,me
525,"For the sake of
truth, O, let the gods reveal him to me.",gods,reveal,him
526,"And as in thought or word I have
never swerved from him, O, let the gods, for the sake of that truth,
reveal him to me.",I,have swerved for,sake of truth
527,"And as in thought or word I have
never swerved from him, O, let the gods, for the sake of that truth,
reveal him to me.",I,have swerved in,as thought
528,"And as in thought or word I have
never swerved from him, O, let the gods, for the sake of that truth,
reveal him to me.",I,have swerved in,thought
529,"And as in thought or word I have
never swerved from him, O, let the gods, for the sake of that truth,
reveal him to me.",I,have swerved for,sake
530,"And as in thought or word I have
never swerved from him, O, let the gods, for the sake of that truth,
reveal him to me.",I,reveal,him
531,"And as in thought or word I have
never swerved from him, O, let the gods, for the sake of that truth,
reveal him to me.",I,reveal to,me
532,"And as the gods themselves have destined the ruler of
the Nishadhas to be my lord, O, let them, for the sake of that truth,
reveal him to me.",ruler,be,my lord
533,"And as the gods themselves have destined the ruler of
the Nishadhas to be my lord, O, let them, for the sake of that truth,
reveal him to me.",ruler,be,my lord for sake
534,"And as the gods themselves have destined the ruler of
the Nishadhas to be my lord, O, let them, for the sake of that truth,
reveal him to me.",ruler,be,my lord for sake of truth
535,"And as it is for paying homage unto Nala that I have
adopted this vow, for the sake of that truth, O, let the gods reveal him
unto me, O, let the exalted guardians of the worlds assume their own
proper forms, so that I may know the righteous king.'",I,may know,righteous king
536,"And as it is for paying homage unto Nala that I have
adopted this vow, for the sake of that truth, O, let the gods reveal him
unto me, O, let the exalted guardians of the worlds assume their own
proper forms, so that I may know the righteous king.'",guardians,let assume,so I may know
537,"And as it is for paying homage unto Nala that I have
adopted this vow, for the sake of that truth, O, let the gods reveal him
unto me, O, let the exalted guardians of the worlds assume their own
proper forms, so that I may know the righteous king.'",exalted guardians,let assume,their own forms
538,"And as it is for paying homage unto Nala that I have
adopted this vow, for the sake of that truth, O, let the gods reveal him
unto me, O, let the exalted guardians of the worlds assume their own
proper forms, so that I may know the righteous king.'",guardians,let assume,their forms
539,"And as it is for paying homage unto Nala that I have
adopted this vow, for the sake of that truth, O, let the gods reveal him
unto me, O, let the exalted guardians of the worlds assume their own
proper forms, so that I may know the righteous king.'",exalted guardians,let assume,their own proper forms
540,"And as it is for paying homage unto Nala that I have
adopted this vow, for the sake of that truth, O, let the gods reveal him
unto me, O, let the exalted guardians of the worlds assume their own
proper forms, so that I may know the righteous king.'",exalted guardians,let assume,their proper forms
541,"And as it is for paying homage unto Nala that I have
adopted this vow, for the sake of that truth, O, let the gods reveal him
unto me, O, let the exalted guardians of the worlds assume their own
proper forms, so that I may know the righteous king.'",guardians,let assume,their own forms
542,"And as it is for paying homage unto Nala that I have
adopted this vow, for the sake of that truth, O, let the gods reveal him
unto me, O, let the exalted guardians of the worlds assume their own
proper forms, so that I may know the righteous king.'",it,is for,as paying homage unto Nala
543,"And as it is for paying homage unto Nala that I have
adopted this vow, for the sake of that truth, O, let the gods reveal him
unto me, O, let the exalted guardians of the worlds assume their own
proper forms, so that I may know the righteous king.'",it,is for,homage unto Nala
544,"And as it is for paying homage unto Nala that I have
adopted this vow, for the sake of that truth, O, let the gods reveal him
unto me, O, let the exalted guardians of the worlds assume their own
proper forms, so that I may know the righteous king.'",I,may know,king
545,"And as it is for paying homage unto Nala that I have
adopted this vow, for the sake of that truth, O, let the gods reveal him
unto me, O, let the exalted guardians of the worlds assume their own
proper forms, so that I may know the righteous king.'",it,is for,as homage
546,"And as it is for paying homage unto Nala that I have
adopted this vow, for the sake of that truth, O, let the gods reveal him
unto me, O, let the exalted guardians of the worlds assume their own
proper forms, so that I may know the righteous king.'",I,have adopted,vow
547,"And as it is for paying homage unto Nala that I have
adopted this vow, for the sake of that truth, O, let the gods reveal him
unto me, O, let the exalted guardians of the worlds assume their own
proper forms, so that I may know the righteous king.'",guardians,let assume,I may know
548,"And as it is for paying homage unto Nala that I have
adopted this vow, for the sake of that truth, O, let the gods reveal him
unto me, O, let the exalted guardians of the worlds assume their own
proper forms, so that I may know the righteous king.'",it,is for,paying homage unto Nala
549,"And as it is for paying homage unto Nala that I have
adopted this vow, for the sake of that truth, O, let the gods reveal him
unto me, O, let the exalted guardians of the worlds assume their own
proper forms, so that I may know the righteous king.'",gods,reveal unto,me
550,"And as it is for paying homage unto Nala that I have
adopted this vow, for the sake of that truth, O, let the gods reveal him
unto me, O, let the exalted guardians of the worlds assume their own
proper forms, so that I may know the righteous king.'",it,is for,homage
551,"And as it is for paying homage unto Nala that I have
adopted this vow, for the sake of that truth, O, let the gods reveal him
unto me, O, let the exalted guardians of the worlds assume their own
proper forms, so that I may know the righteous king.'",it,is for,as paying homage
552,"And as it is for paying homage unto Nala that I have
adopted this vow, for the sake of that truth, O, let the gods reveal him
unto me, O, let the exalted guardians of the worlds assume their own
proper forms, so that I may know the righteous king.'",exalted guardians,let assume,their forms
553,"And as it is for paying homage unto Nala that I have
adopted this vow, for the sake of that truth, O, let the gods reveal him
unto me, O, let the exalted guardians of the worlds assume their own
proper forms, so that I may know the righteous king.'",it,is for,paying homage
554,"And as it is for paying homage unto Nala that I have
adopted this vow, for the sake of that truth, O, let the gods reveal him
unto me, O, let the exalted guardians of the worlds assume their own
proper forms, so that I may know the righteous king.'",guardians,let assume,their own proper forms
555,"And as it is for paying homage unto Nala that I have
adopted this vow, for the sake of that truth, O, let the gods reveal him
unto me, O, let the exalted guardians of the worlds assume their own
proper forms, so that I may know the righteous king.'",exalted guardians,let assume,I may know
556,"And as it is for paying homage unto Nala that I have
adopted this vow, for the sake of that truth, O, let the gods reveal him
unto me, O, let the exalted guardians of the worlds assume their own
proper forms, so that I may know the righteous king.'",guardians,let assume,their proper forms
557,"And as it is for paying homage unto Nala that I have
adopted this vow, for the sake of that truth, O, let the gods reveal him
unto me, O, let the exalted guardians of the worlds assume their own
proper forms, so that I may know the righteous king.'",it,is for,as homage unto Nala
558,"And as it is for paying homage unto Nala that I have
adopted this vow, for the sake of that truth, O, let the gods reveal him
unto me, O, let the exalted guardians of the worlds assume their own
proper forms, so that I may know the righteous king.'",exalted guardians,let assume,so I may know
559,"Hearing these
piteous words of Damayanti, and ascertaining her fixed resolve, and
fervent love for the king of Nishadhas, the purity of her heart and her
inclination and regard and affection for Nala, the gods did as they had
been adjured, and assumed their respective attributes as best they could.",piteous words,ascertaining,her fixed resolve
560,"Hearing these
piteous words of Damayanti, and ascertaining her fixed resolve, and
fervent love for the king of Nishadhas, the purity of her heart and her
inclination and regard and affection for Nala, the gods did as they had
been adjured, and assumed their respective attributes as best they could.",they,assumed,their respective attributes
561,"Hearing these
piteous words of Damayanti, and ascertaining her fixed resolve, and
fervent love for the king of Nishadhas, the purity of her heart and her
inclination and regard and affection for Nala, the gods did as they had
been adjured, and assumed their respective attributes as best they could.",they,assumed,their attributes
562,"Hearing these
piteous words of Damayanti, and ascertaining her fixed resolve, and
fervent love for the king of Nishadhas, the purity of her heart and her
inclination and regard and affection for Nala, the gods did as they had
been adjured, and assumed their respective attributes as best they could.",words,ascertaining,her fixed resolve
563,"Hearing these
piteous words of Damayanti, and ascertaining her fixed resolve, and
fervent love for the king of Nishadhas, the purity of her heart and her
inclination and regard and affection for Nala, the gods did as they had
been adjured, and assumed their respective attributes as best they could.",piteous words,purity for,Nala
564,"Hearing these
piteous words of Damayanti, and ascertaining her fixed resolve, and
fervent love for the king of Nishadhas, the purity of her heart and her
inclination and regard and affection for Nala, the gods did as they had
been adjured, and assumed their respective attributes as best they could.",words,ascertaining,her resolve
565,"Hearing these
piteous words of Damayanti, and ascertaining her fixed resolve, and
fervent love for the king of Nishadhas, the purity of her heart and her
inclination and regard and affection for Nala, the gods did as they had
been adjured, and assumed their respective attributes as best they could.",they,had,as had adjured
566,"Hearing these
piteous words of Damayanti, and ascertaining her fixed resolve, and
fervent love for the king of Nishadhas, the purity of her heart and her
inclination and regard and affection for Nala, the gods did as they had
been adjured, and assumed their respective attributes as best they could.",piteous words,purity of,her heart
567,"Hearing these
piteous words of Damayanti, and ascertaining her fixed resolve, and
fervent love for the king of Nishadhas, the purity of her heart and her
inclination and regard and affection for Nala, the gods did as they had
been adjured, and assumed their respective attributes as best they could.",they,had,had adjured
568,"Hearing these
piteous words of Damayanti, and ascertaining her fixed resolve, and
fervent love for the king of Nishadhas, the purity of her heart and her
inclination and regard and affection for Nala, the gods did as they had
been adjured, and assumed their respective attributes as best they could.",piteous words,ascertaining,her resolve
569,"Hearing these
piteous words of Damayanti, and ascertaining her fixed resolve, and
fervent love for the king of Nishadhas, the purity of her heart and her
inclination and regard and affection for Nala, the gods did as they had
been adjured, and assumed their respective attributes as best they could.",words,purity of,her heart
570,"Hearing these
piteous words of Damayanti, and ascertaining her fixed resolve, and
fervent love for the king of Nishadhas, the purity of her heart and her
inclination and regard and affection for Nala, the gods did as they had
been adjured, and assumed their respective attributes as best they could.",words,purity for,Nala
571,"And thereupon she beheld the celestials unmoistened with perspiration,
with winkless eyes, and unfading garlands, unstained with dust, and
staying without touching the ground.",celestials,unmoistened with,eyes
572,"And thereupon she beheld the celestials unmoistened with perspiration,
with winkless eyes, and unfading garlands, unstained with dust, and
staying without touching the ground.",celestials,unmoistened with,perspiration
573,"And thereupon she beheld the celestials unmoistened with perspiration,
with winkless eyes, and unfading garlands, unstained with dust, and
staying without touching the ground.",celestials,unmoistened with,winkless eyes
